inventory_id,product_id,warehouse_id,inventory_date,opening_stock,quantity_received,quantity_sold,closing_stock
1946,86,6,2030-04-30,251,112,40,361
1947,87,7,2030-05-01,84,53,12,148
1948,88,8,2030-05-02,102,60,23,0
1949,89,9,2030-05-03,207,88,12,249
1950,90,10,2030-05-04,75,35,19,0
1951,91,1,2030-05-05,216,74,37,271
1952,92,2,2030-05-06,209,111,31,314
1953,93,3,2030-05-07,250,115,11,325
1954,94,4,2030-05-08,274,115,24,346
1955,95,5,2030-05-09,285,94,32,309
1956,96,6,2030-05-10,207,115,28,310
1957,97,7,2030-05-11,100,28,31,96
1958,98,8,2030-05-12,113,50,39,0
1959,99,9,2030-05-13,179,51,33,220
1960,100,10,2030-05-14,44,40,10,75
1961,21,1,2030-05-15,214,92,62,266
1962,22,2,2030-05-16,294,87,85,271
1963,23,3,2030-05-17,220,81,80,203
1964,24,4,2030-05-18,300,71,82,199
1965,25,5,2030-05-19,231,70,75,270
1966,26,6,2030-05-20,215,97,72,241
1967,27,7,2030-05-21,103,49,77,56
1968,28,8,2030-05-22,105,36,47,102
1969,29,9,2030-05-23,183,62,64,194
1970,30,10,2030-05-24,74,39,44,66
1971,31,1,2030-05-25,263,113,48,330
1972,32,2,2030-05-26,207,106,69,288
1973,33,3,2030-05-27,247,80,71,254
1974,34,4,2030-05-28,248,113,83,264
1975,35,5,2030-05-29,268,85,69,311
1976,36,6,2030-05-30,268,110,90,247
1977,37,7,2030-05-31,117,24,57,76
1978,38,8,2030-06-01,100,30,75,69
1979,39,9,2030-06-02,175,53,82,134
1980,40,10,2030-06-03,62,38,77,2
1981,41,1,2030-06-04,270,105,51,344
1982,42,2,2030-06-05,236,111,78,272
1983,43,3,2030-06-06,276,84,41,257
1984,44,4,2030-06-07,237,109,86,238
1985,45,5,2030-06-08,242,115,89,235
1986,46,6,2030-06-09,242,116,53,283
1987,47,7,2030-06-10,119,24,67,75
1988,48,8,2030-06-11,120,21,58,53
1989,49,9,2030-06-12,208,71,41,201
1990,50,10,2030-06-13,51,14,51,25
1991,51,1,2030-06-14,234,88,82,216
1992,52,2,2030-06-15,298,114,41,365
1993,53,3,2030-06-16,253,89,74,238
1994,54,4,2030-06-17,269,110,40,368
1995,55,5,2030-06-18,282,70,75,212
1996,56,6,2030-06-19,272,85,48,329
1997,57,7,2030-06-20,94,31,60,57
1998,58,8,2030-06-21,102,47,73,71
1999,59,9,2030-06-22,154,50,69,184
2000,60,10,2030-06-23,48,16,61,0
